name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1001;0;978;3077;1822;3077;1845;0
header;201;126;201;159;1842;159;1842;126
A;1703;160;1703;160;1704;160;1704;160
A;1015;179;1015;205;1036;205;1036;179
B;1016;848;1016;875;1036;875;1036;848
A;1402;879;1402;887;1409;887;1409;879
A;1831;924;1831;934;1839;934;1839;924
A;1345;1337;1345;1349;1351;1349;1351;1337
C;1007;1554;1007;1582;1028;1582;1028;1554
A;1275;1832;1275;1840;1283;1840;1283;1832
D;1006;2230;1006;2255;1026;2255;1026;2230
A;1821;2243;1821;2251;1829;2251;1829;2243
A;1621;2384;1621;2386;1624;2386;1624;2384
B;1820;2440;1820;2451;1828;2451;1828;2440
A;1272;2512;1272;2545;1292;2545;1292;2512
A;1311;2934;1311;2934;1313;2934;1313;2934
