name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1051;0;936;3075;1826;3075;1804;0
header;255;125;255;163;1810;163;1810;125
A;1060;209;1060;233;1080;233;1080;209
A;1482;212;1482;219;1489;219;1489;212
A;1241;262;1241;268;1247;268;1247;262
A;1525;304;1525;310;1530;310;1530;304
A;1208;347;1208;371;1222;371;1222;347
A;1163;447;1163;463;1171;463;1171;447
A;1174;483;1174;507;1188;507;1188;483
A;1459;845;1459;870;1474;870;1474;845
D;1063;864;1063;898;1084;898;1084;864
A;1751;942;1751;958;1757;958;1757;942
A;1489;1170;1489;1176;1494;1176;1494;1170
C;1058;1542;1058;1567;1079;1567;1079;1542
A;1513;1719;1513;1723;1517;1723;1517;1719
D;1157;1721;1157;1737;1165;1737;1165;1721
D;1794;1795;1794;1819;1817;1819;1817;1795
B;1255;1812;1255;1829;1264;1829;1264;1812
B;1374;2122;1374;2148;1388;2148;1388;2122
A;1563;2177;1563;2183;1569;2183;1569;2177
A;1361;2270;1361;2277;1368;2277;1368;2270
A;1737;2505;1737;2515;1742;2515;1742;2505
D;1456;2717;1456;2743;1489;2743;1489;2717
A;1490;2983;1490;2985;1493;2985;1493;2983
